"LeadId","LeadDate","LeadCheckin","LeadCheckout","BookingId","BookingDate","BookingCheckinDate","BookingCheckoutDate","Revenue","Commission","LanguageCode","DeviceCategory","ClientCountryCode","BrandID","Label","HotelID","HotelCountry","HotelCity","HotelName","PaymentMonth","TransactionType","TransactionTypeCode","TransactionStatus","TransactionStatusCode","Vertical","Eid","Pid","Cid","Lid","IntegrationCode","Bookings"
"kyBJisr3QrCBTyA4tHkh5A","01/02/2025 00:00:00","03/16/2025 00:00:00","03/20/2025 00:00:00","","","","","1.8","1.26","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-ODQ5OTg3MjA4LjE3MzU4NDQ4Mjk=_t-gp.........Hybrid-pu.............................................................","502333","United States","Red River","Worldmark Red River","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-ODQ5OTg3MjA4LjE3MzU4NDQ4Mjk=_t-gp","Hybrid-pu","kan_235046_561434",""
"l$Ypk0Mze66PSHzAYvHJ1w","12/28/2024 00:00:00","12/31/2024 00:00:00","01/02/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTQwNTMyMzY0NzQ2MDk3Ng==_g-MjgzMzcHybrid-pu.............................................................","2078706","United States","South Lake Tahoe","Heavenly Village Condos - Grand Residence","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTQwNTMyMzY0NzQ2MDk3Ng==_g-MjgzMzc","Hybrid-pu","kan_235046_561434",""
"lAVqBovgDKabR4MRNnq_CQ","01/01/2025 00:00:00","01/10/2025 00:00:00","01/24/2025 00:00:00","","","","","2.991274","2.093892","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-ODMyMzQ4ODAxLjE3MzU2NzI2MTA=_t-gp.........Hybrid-pu.............................................................","0","","","","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-ODMyMzQ4ODAxLjE3MzU2NzI2MTA=_t-gp","Hybrid-pu","kan_235046_561434",""
"lIVYd9iK7q0EQUhYkaE_4w","01/04/2025 00:00:00","01/05/2025 00:00:00","01/06/2025 00:00:00","","","","","1.80032","1.260224","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-Yy0xNDguNzQuMTgxLjI1MS0xNzM1OTk4MTIxNzcxLTCategory-pu...........................................................","3221012","United States","Seaside Heights","JD Apartment and House","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-Yy0xNDguNzQuMTgxLjI1MS0xNzM1OTk4MTIxNzcxLT","Category-pu","kan_235046_561434",""
"llNXeJrAgrWSRaVBZs_hGA","12/28/2024 00:00:00","12/29/2024 00:00:00","12/30/2024 00:00:00","","","","","0","0","EN","Desktop","US","561434","sem/GwECAA==k-orai_d-d_u-MTczNTQyNDc5OTU2MzQ5NzU0Ng==_g-MjEzMDHybrid-pu.............................................................","1070480024","Australia","Leconfield","Leconfield House, heritage luxury in the Hunter Valley, built 1872","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-orai_d-d_u-MTczNTQyNDc5OTU2MzQ5NzU0Ng==_g-MjEzMD","Hybrid-pu","kan_235046_561434",""
"lp5lE35jq7TDSwGfSPykHw","01/05/2025 00:00:00","08/09/2025 00:00:00","08/16/2025 00:00:00","","","","","2.2","1.54","EN","Desktop","US","561434","sem/GwECAA==k-bv_g-MTk3MDAzMDk5My4xNzM2MDk2NDA3_t-gp..........Hybrid-pu.............................................................","-100","Not Applicable","Not Applicable","Not Applicable","01/01/2025 00:00:00","Click","1","Active","1","Package","False","deeplinks","k-bv_g-MTk3MDAzMDk5My4xNzM2MDk2NDA3_t-gp","Hybrid-pu","kan_235046_561434",""
"lPHVHX4PK6PjRti98WOxvA","12/30/2024 00:00:00","03/04/2025 00:00:00","03/06/2025 00:00:00","","","","","0.26058","0.182406","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTU5MDkwMTc1ODQ5OTQ0Nw==_g-Njk3NTkCategory-pu...........................................................","-100","Not Applicable","Not Applicable","Not Applicable","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTU5MDkwMTc1ODQ5OTQ0Nw==_g-Njk3NTk","Category-pu","kan_235046_561434",""
"lQGFkALZJLzBRaS9alq97Q","01/03/2025 00:00:00","01/15/2025 00:00:00","01/19/2025 00:00:00","","","","","0.257929","0.18055","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-MzYwNzQ1NDM2LjE3MzU5NDM1MDI=_t-gp.........Hybrid-pu.............................................................","-100","Not Applicable","Not Applicable","Not Applicable","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-MzYwNzQ1NDM2LjE3MzU5NDM1MDI=_t-gp","Hybrid-pu","kan_235046_561434",""
"LTtnFipYya_aS$mStR_xHQ","12/30/2024 00:00:00","05/18/2025 00:00:00","05/31/2025 00:00:00","","","","","0","0","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTU5MTIxOTAxNzAwNjMzMA==_g-MjQ5NTIHybrid-pu.............................................................","5029532","United States","Teton Village","Abode Teton Village Dream House, 1 MI. To Natl. Park Abode At Heartwood Lodge","05/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTU5MTIxOTAxNzAwNjMzMA==_g-MjQ5NTI","Hybrid-pu","kan_235046_561434",""
"mfI6vQi6Kb04S6g3HNFsvg","12/28/2024 00:00:00","12/29/2024 00:00:00","12/30/2024 00:00:00","","","","","4.33","3.031","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTQxNTI3Mzg0MjA0ODUyMA==_g-MjAyNzEHybrid-pu.............................................................","35735","United States","Longboat Key","Zota Beach Resort","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTQxNTI3Mzg0MjA0ODUyMA==_g-MjAyNzE","Hybrid-pu","kan_235046_561434",""
"MgfHUMQYT42QRWri2oquHg","01/03/2025 00:00:00","02/04/2025 00:00:00","03/06/2025 00:00:00","","","","","0","0","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-Yy03NC4xMDkuMTg5LjE2Mi0xNzM1OTIxODU3OTE3LTSubCategory:MonthlyStay-pu............................................","0","","","","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-Yy03NC4xMDkuMTg5LjE2Mi0xNzM1OTIxODU3OTE3LT","SubCategory:MonthlyStay-pu","kan_235046_561434",""
"mhrkFK0wtatESIuAa_fMnw","12/27/2024 00:00:00","12/28/2024 00:00:00","12/29/2024 00:00:00","","","","","1.820907","1.274635","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTM0Mjg2ODUwNDA0MTIyNA==_g-MTI2NzEHybrid-pu.............................................................","307616","Spain","Marbella","Apartamentos Princesa Playa","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTM0Mjg2ODUwNDA0MTIyNA==_g-MTI2NzE","Hybrid-pu","kan_235046_561434",""
"MmdoCcyZs4DPS7SvaCS04w","12/26/2024 00:00:00","02/19/2025 00:00:00","02/22/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-vct_d-d_u-MTczNTI1MzcyNTg0MTM3MTkxOA==_g-NDQ5MjAHybrid-pu.............................................................","6017869","United States","New Orleans","One11 Hotel","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-vct_d-d_u-MTczNTI1MzcyNTg0MTM3MTkxOA==_g-NDQ5MjA","Hybrid-pu","kan_235046_561434",""
"MQgg7aJklKKLQPQ2nDeZlw","01/02/2025 00:00:00","01/03/2025 00:00:00","01/04/2025 00:00:00","","","","","4.18","2.926","EN","Desktop","US","561434","sem/GwECAA==k-bv_g-MTA0NTU4NDQxNy4xNzM1ODM1NjI5_t-gp..........Hybrid-pu.............................................................","67099","U.S. Virgin Islands","Saint Thomas Island","Emerald Beach Resort","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-bv_g-MTA0NTU4NDQxNy4xNzM1ODM1NjI5_t-gp","Hybrid-pu","kan_235046_561434",""
"mz$f1rm5iIIjTfCusCovZg","01/01/2025 00:00:00","01/02/2025 00:00:00","01/03/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-fvr_g-NjI3NjQ3OTUwLjE3MzI5Nzg0NTQ=_t-dd.........Category-pu...........................................................","2222365","United Kingdom","London","Montcalm East, Autograph Collection","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-fvr_g-NjI3NjQ3OTUwLjE3MzI5Nzg0NTQ=_t-dd","Category-pu","kan_235046_561434",""
"nAbePB663IwURWBsAqBMrw","12/27/2024 00:00:00","12/28/2024 00:00:00","12/29/2024 00:00:00","","","","","4.11","2.877","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTMxMjIwMjA0ODAwODI0MQ==_g-MTMyODQHybrid-pu.............................................................","2785265","United States","New Smyrna Beach","SpringHill Suites by Marriott New Smyrna Beach","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTMxMjIwMjA0ODAwODI0MQ==_g-MTMyODQ","Hybrid-pu","kan_235046_561434",""
"NaPbcPN$nLTnTZvBWj69kA","01/05/2025 00:00:00","04/06/2025 00:00:00","04/27/2025 00:00:00","","","","","1.8","1.26","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-MTY5MjEwNjg5OC4xNzM2MDg1MTk1_t-bo.........SubCategory:MonthlyStay-pu............................................","4590797","Colombia","Cartagena","Hotel Luz de Oriente","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-MTY5MjEwNjg5OC4xNzM2MDg1MTk1_t-bo","SubCategory:MonthlyStay-pu","kan_235046_561434",""
"nbejteNTuZQ6SHa9W4tDxw","12/29/2024 00:00:00","02/24/2025 00:00:00","03/08/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTUwMjcxODcxMzExMjI4NA==_g-MTEzODgHybrid-pu.............................................................","102453","United States","Chapel Hill","Residence Inn by Marriott Chapel Hill","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTUwMjcxODcxMzExMjI4NA==_g-MTEzODg","Hybrid-pu","kan_235046_561434",""
"NBvSAROZnrLSR427XT9oYw","01/04/2025 00:00:00","01/05/2025 00:00:00","01/06/2025 00:00:00","","","","","0.02","0.014","EN","Desktop","US","561434","sem/GwECAA==k-bv_g-MjI5OTYyMDI4LjE3MzYwMzM1NTk=_t-gp..........Hybrid-pu.............................................................","31417","United States","Las Vegas","Desert Rose Resort","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-bv_g-MjI5OTYyMDI4LjE3MzYwMzM1NTk=_t-gp","Hybrid-pu","kan_235046_561434",""
"NhYhcrIuLZASSL__4bUEEg","01/04/2025 00:00:00","01/19/2025 00:00:00","01/20/2025 00:00:00","","","","","3.610927","2.527649","EN","Desktop","US","561434","sem/GwECAA==k-vct_g-MTYwOTAxMDM1MS4xNzM1OTY1OTA0_t-gp.........Hybrid-pu.............................................................","1070385139","United States","Wailea","Beautiful Palms At Wailea Condo-Fully Air-Conditioned, New Flooring thru-out","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-vct_g-MTYwOTAxMDM1MS4xNzM1OTY1OTA0_t-gp","Hybrid-pu","kan_235046_561434",""
"NuE1s_XSY7VIToM58QoNqg","12/30/2024 00:00:00","12/31/2024 00:00:00","01/01/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTU1MjU4MzczMDk5NTQ4MA==_g-MTE5MTIHybrid-pu.............................................................","104026","United States","Boston","The Westin Boston Seaport District","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTU1MjU4MzczMDk5NTQ4MA==_g-MTE5MTI","Hybrid-pu","kan_235046_561434",""
"Nv8CkbHUt6huTBMwdLL0Aw","01/03/2025 00:00:00","02/27/2025 00:00:00","03/02/2025 00:00:00","","","","","0.257929","0.18055","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-MTkxNzc0MDc0NS4xNzM1OTQ4Mzcz_t-gp.........Hybrid-pu.............................................................","-100","Not Applicable","Not Applicable","Not Applicable","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-MTkxNzc0MDc0NS4xNzM1OTQ4Mzcz_t-gp","Hybrid-pu","kan_235046_561434",""
"og5hBSVLkYaTS2g0fVTa3w","12/30/2024 00:00:00","12/31/2024 00:00:00","01/01/2025 00:00:00","","","","","0","0","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTYwNTQ4MzM3OTI1NDcyOA==_g-MTI2NzUCategory-pu...........................................................","1070464590","United States","Marco Island","Beautiful yacht living on the water, close to beach and bars & restaurants !","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTYwNTQ4MzM3OTI1NDcyOA==_g-MTI2NzU","Category-pu","kan_235046_561434",""
"OPOB5Y_CB6TaSanAxuv81w","12/30/2024 00:00:00","12/31/2024 00:00:00","01/01/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-bv_d-d_u-MTczNTYwNTkwNDExNDk3NTA4Nw==_g-MTU3OTUxHybrid-pu.............................................................","1070399245","United States","Princeville","The Westin Princeville Ocean Resort Villas","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-bv_d-d_u-MTczNTYwNTkwNDExNDk3NTA4Nw==_g-MTU3OTUx","Hybrid-pu","kan_235046_561434",""
"OWM8jgN44ZjGROj7VsBhTg","12/30/2024 00:00:00","12/31/2024 00:00:00","01/01/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTU4MTU4NzIyMzgxMjUxNA==_g-MTU4MDESubCategory:LuxuryRental-pu...........................................","367234","United States","Hanover","Six South St. Hotel","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTU4MTU4NzIyMzgxMjUxNA==_g-MTU4MDE","SubCategory:LuxuryRental-pu","kan_235046_561434",""
"P1fzTZPBzJouQVOsrSLP_A","01/05/2025 00:00:00","08/09/2025 00:00:00","08/16/2025 00:00:00","","","","","0.88","0.616","EN","Desktop","US","561434","sem/GwECAA==k-bv_g-MTk3MDAzMDk5My4xNzM2MDk2NDA3_t-gp..........Hybrid-pu.............................................................","9092295","Aruba","Oranjestad","O Condominium Beachfront Residences, by Bocobay Aruba","01/01/2025 00:00:00","Click","1","Active","1","Package","False","deeplinks","k-bv_g-MTk3MDAzMDk5My4xNzM2MDk2NDA3_t-gp","Hybrid-pu","kan_235046_561434",""
"p8Dub74N5JfYSiD2Mcu0Vw","12/31/2024 00:00:00","02/08/2025 00:00:00","02/10/2025 00:00:00","","","","","2.11","1.477","EN","Desktop","US","561434","sem/GwECAA==k-cbn_g-ODk4NTQ0NDI4LjE3MzU3MDE3ODk=_t-gp.........Hybrid-pu.............................................................","39724","United States","Key West","Silver Palms Inn","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-cbn_g-ODk4NTQ0NDI4LjE3MzU3MDE3ODk=_t-gp","Hybrid-pu","kan_235046_561434",""
"Pb2pgmnu2JACSw2U04HQGg","12/30/2024 00:00:00","02/22/2025 00:00:00","03/01/2025 00:00:00","","","","","0.47","0.329","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTU2OTYxMjEyMzQyMDI4MA==_g-MTYzNTcHybrid-pu.............................................................","-100","Not Applicable","Not Applicable","Not Applicable","12/01/2024 00:00:00","Click","1","Active","1","Car","False","deeplinks","k-rbo_d-d_u-MTczNTU2OTYxMjEyMzQyMDI4MA==_g-MTYzNTc","Hybrid-pu","kan_235046_561434",""
"pGL$3ByZHqBmTazDQgnXqw","12/29/2024 00:00:00","02/04/2025 00:00:00","02/07/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTQ5NTcxMzY4OTU0NDA0NA==_g-Yy03Ni4Hybrid-pu.............................................................","179038","United States","Jacksonville","Courtyard by Marriott Jacksonville Flagler Center","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTQ5NTcxMzY4OTU0NDA0NA==_g-Yy03Ni4","Hybrid-pu","kan_235046_561434",""
"PlQwxL1k2oQXRwmJZBAFAA","01/03/2025 00:00:00","03/01/2025 00:00:00","03/05/2025 00:00:00","","","","","0.78","0.546","EN","Desktop","US","561434","sem/GwECAA==k-orai_g-MTEwMjQzMjczLjE3MzU5NTgwNTE=_t-gp........Hybrid-pu.............................................................","39334","United States","Kailua-Kona","Royal Sea Cliff Kona by Outrigger","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-orai_g-MTEwMjQzMjczLjE3MzU5NTgwNTE=_t-gp","Hybrid-pu","kan_235046_561434",""
"pMsF8U$ZCJ$tQLj$dGo8Zg","12/31/2024 00:00:00","01/01/2025 00:00:00","01/02/2025 00:00:00","","","","","3.614207","2.529945","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTYzNTk2MDUwOTQ5MjY2MQ==_g-NjQ2NTESubCategory:ShortTermStay-pu..........................................","8770","Israel","Jerusalem","Dan Panorama Jerusalem","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTYzNTk2MDUwOTQ5MjY2MQ==_g-NjQ2NTE","SubCategory:ShortTermStay-pu","kan_235046_561434",""
"puKySoYbK5cdRDgMAb9Nxw","12/31/2024 00:00:00","01/10/2025 00:00:00","01/24/2025 00:00:00","","","","","0","0","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-ODMyMzQ4ODAxLjE3MzU2NzI2MTA=_t-gp.........Hybrid-pu.............................................................","6514302","United States","Sheboygan","The River Bed - Condo sleeps 4 on west side","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-ODMyMzQ4ODAxLjE3MzU2NzI2MTA=_t-gp","Hybrid-pu","kan_235046_561434",""
"pUMZHhKTKpQcTuY6Hgf_iA","12/27/2024 00:00:00","01/10/2025 00:00:00","01/12/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTMzODYyMzA3ODg3NzMyMw==_g-Yy0xMDQHybrid-pu.............................................................","42459","United States","Mammoth Lakes","Mammoth Mountain Inn","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTMzODYyMzA3ODg3NzMyMw==_g-Yy0xMDQ","Hybrid-pu","kan_235046_561434",""
"Pv33c7Di1ZP$QqoYB_gGaA","01/04/2025 00:00:00","01/05/2025 00:00:00","01/06/2025 00:00:00","","","","","3.610927","2.527649","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-NjgxODk1NDMyLjE3MzYwMzc4MzY=_t-oo.........Hybrid-pu.............................................................","6985575","United States","Vail","Relaxing 2 Bedroom, Steps From Vail Resort!","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-NjgxODk1NDMyLjE3MzYwMzc4MzY=_t-oo","Hybrid-pu","kan_235046_561434",""
"PxHjEC2E8ZzbTISU2H5LKA","01/04/2025 00:00:00","04/02/2025 00:00:00","04/06/2025 00:00:00","","","","","5.5","3.85","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-MjYzMDM0MjguMTczNjAzMzc3Ng==_t-gp.........Hybrid-pu.............................................................","187019","United States","Princeville","Club Wyndham Bali Hai Villas","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-MjYzMDM0MjguMTczNjAzMzc3Ng==_t-gp","Hybrid-pu","kan_235046_561434",""
"Q4S6DK8OdqGHSacM2tUK3g","12/29/2024 00:00:00","12/30/2024 00:00:00","12/31/2024 00:00:00","","","","","1","0.7","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTQ4MTMxMjExNTUwODEwNQ==_g-MTA2ODESubCategory:MonthlyStay-pu............................................","-100","Not Applicable","Not Applicable","Not Applicable","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTQ4MTMxMjExNTUwODEwNQ==_g-MTA2ODE","SubCategory:MonthlyStay-pu","kan_235046_561434",""
"qA0Bb_vyOY9iQ6Ul3x4zwg","01/01/2025 00:00:00","04/02/2025 00:00:00","04/06/2025 00:00:00","","","","","0.259659","0.181761","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-MzgwNzkzNzQzLjE3MzU2MDgxODg=_t-oo.........Category-pu...........................................................","-100","Not Applicable","Not Applicable","Not Applicable","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-MzgwNzkzNzQzLjE3MzU2MDgxODg=_t-oo","Category-pu","kan_235046_561434",""
"QnWOjxHW16QPRrmVVoDl8g","01/05/2025 00:00:00","04/15/2025 00:00:00","04/19/2025 00:00:00","","","","","0.257706","0.180394","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-ODUzNjMzOTY1LjE3MzYxMDYxOTU=_t-oo.........SubCategory:VacationRental-pu.........................................","-100","Not Applicable","Not Applicable","Not Applicable","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-ODUzNjMzOTY1LjE3MzYxMDYxOTU=_t-oo","SubCategory:VacationRental-pu","kan_235046_561434",""
"qSpi6t3Qfb_eRY6QOgTIbQ","01/02/2025 00:00:00","01/03/2025 00:00:00","01/04/2025 00:00:00","","","","","1.8","1.26","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-NjIxOTMxOTA4LjE3MzU4NTI0Mjg=_t-go.........Hybrid-pu.............................................................","11787","Canada","Whistler","The Westin Resort & Spa, Whistler","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-NjIxOTMxOTA4LjE3MzU4NTI0Mjg=_t-go","Hybrid-pu","kan_235046_561434",""
"rAiHCMGIVor7SpnoceIs2Q","12/30/2024 00:00:00","06/14/2025 00:00:00","06/21/2025 00:00:00","","","","","0.1","0.07","EN","Desktop","US","561434","sem/GwECAA==k-fvr_d-d_u-MTczNTU4MzkzMTEwNzUzMzAxNA==_g-MTg3NTYHybrid-pu.............................................................","-100","Not Applicable","Not Applicable","Not Applicable","12/01/2024 00:00:00","Click","1","Active","1","Flight","False","deeplinks","k-fvr_d-d_u-MTczNTU4MzkzMTEwNzUzMzAxNA==_g-MTg3NTY","Hybrid-pu","kan_235046_561434",""
"RdiO2q2yBq_XSef1VRzJPA","01/03/2025 00:00:00","06/21/2025 00:00:00","06/28/2025 00:00:00","","","","","0.257929","0.18055","EN","Desktop","US","561434","sem/GwECAA==k-fvr_g-MTU2ODYxNTczNi4xNzM1OTIyODk0_t-gp.........Hybrid-pu.............................................................","-100","Not Applicable","Not Applicable","Not Applicable","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-fvr_g-MTU2ODYxNTczNi4xNzM1OTIyODk0_t-gp","Hybrid-pu","kan_235046_561434",""
"RjSpVrroQpwPQ13MW2wB0g","01/05/2025 00:00:00","03/06/2025 00:00:00","03/09/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-rbo_g-ODYyMjI2MjkzLjE3MzU2NjczNzg=_t-gp.........Hybrid-pu.............................................................","71350","The Bahamas","Nassau","The Royal at Atlantis","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_g-ODYyMjI2MjkzLjE3MzU2NjczNzg=_t-gp","Hybrid-pu","kan_235046_561434",""
"rsLuEZYGK5pCS5ymkDyp_Q","12/28/2024 00:00:00","12/29/2024 00:00:00","12/30/2024 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTQxNTI3Mzg0MjA0ODUyMA==_g-MjAyNzEHybrid-pu.............................................................","3344253","United States","Sarasota","Carlisle Inn","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTQxNTI3Mzg0MjA0ODUyMA==_g-MjAyNzE","Hybrid-pu","kan_235046_561434",""
"rtlyo7se_YciQZm9uto8NA","12/26/2024 00:00:00","12/27/2024 00:00:00","12/28/2024 00:00:00","","","","","1.974559","1.382191","EN","Desktop","CA","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTI1MzIwODIwMjU2Nzc1OQ==_g-MjAxMTcSubCategory:MonthlyStay-pu............................................","0","","","","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTI1MzIwODIwMjU2Nzc1OQ==_g-MjAxMTc","SubCategory:MonthlyStay-pu","kan_235046_561434",""
"Rz0QMJb72ofYTIqFBpU6nQ","01/05/2025 00:00:00","01/11/2025 00:00:00","01/12/2025 00:00:00","","","","","2.4","1.68","EN","Desktop","US","561434","sem/GwECAA==k-fvr_g-MTQ3ODk4NDkxLjE3MzYwNTU4MjM=_t-go.........Hybrid-pu.............................................................","661945","Malaysia","Sibu","The Orchid Hotel","01/01/2025 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-fvr_g-MTQ3ODk4NDkxLjE3MzYwNTU4MjM=_t-go","Hybrid-pu","kan_235046_561434",""
"ScZSc4MTxbXaQMQxmVLy6w","01/05/2025 00:00:00","08/09/2025 00:00:00","08/16/2025 00:00:00","","","","","0.88","0.616","EN","Desktop","US","561434","sem/GwECAA==k-bv_g-MTk3MDAzMDk5My4xNzM2MDk2NDA3_t-gp..........Hybrid-pu.............................................................","9092295","Aruba","Oranjestad","O Condominium Beachfront Residences, by Bocobay Aruba","01/01/2025 00:00:00","Click","1","Active","1","Package","False","deeplinks","k-bv_g-MTk3MDAzMDk5My4xNzM2MDk2NDA3_t-gp","Hybrid-pu","kan_235046_561434",""
"smA7RN6G86xBRIsGuKE9vQ","12/26/2024 00:00:00","12/27/2024 00:00:00","12/28/2024 00:00:00","","","","","0.415697","0.290988","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTI1OTcxODY5ODcwNDM2MQ==_g-MTk0MDYSubCategory:MonthlyStay-pu............................................","-100","Not Applicable","Not Applicable","Not Applicable","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTI1OTcxODY5ODcwNDM2MQ==_g-MTk0MDY","SubCategory:MonthlyStay-pu","kan_235046_561434",""
"SsazrOMylrdRTAQc6icYew","12/29/2024 00:00:00","01/03/2025 00:00:00","01/05/2025 00:00:00","","","","","6.01","4.207","EN","Desktop","US","561434","sem/GwECAA==k-rbo_d-d_u-MTczNTUxNTUyNTk5NTI4NTY2NQ==_g-OTA1MTgHybrid-pu.............................................................","87370","United States","Orange Beach","Island House Hotel Orange Beach - a DoubleTree by Hilton","12/01/2024 00:00:00","Click","1","Active","1","Hotel","False","deeplinks","k-rbo_d-d_u-MTczNTUxNTUyNTk5NTI4NTY2NQ==_g-OTA1MTg","Hybrid-pu","kan_235046_561434",""
